key	en	es	state	batch	reviewer	rev_date	qupath_ver	issues	notes
Prefs.BioFormats.skipExtensions.description	Request that Bio-Formats is never the file reader used for images with specific extensions; enter as a list with spaces between each entry	Solicitar que Bio-Formats no sea nunca el lector de archivos usado para las imágenes con extensiones concretas; introdúzcalas como una lista separada por espacios	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
DragDrop	Drag & Drop	Arrastrar y soltar	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
DragDrop.loadData	Load data	Cargar datos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
DragDrop.loadMessage	Please drag the file onto a specific viewer to open!	¡Arrastre el archivo sobre un visor concreto para abrirlo!	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
DragDrop.openImage	Open image	Abrir imagen	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
DragDrop.importObjects	Import objects	Importar objetos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
DragDrop.openData	Open data	Abrir datos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
DragDrop.chooseData	What do you want to do with the data file?	¿Qué desea hacer con el archivo de datos?	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
DragDrop.chooseDataOptions	"""You can\n 1. Open the image in the current viewer\n 2. Import objects and add them to the current image."	"""Puede\n 1. Abrir la imagen en el visor actual\n 2. Importar los objetos y añadirlos a la imagen actual."	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
DragDrop.selectProject	Select project	Seleccionar proyecto	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
DragDrop.selectProjectToOpen	Select project to open	Seleccionar el proyecto que se abrirá	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
DragDrop.createProject	Create project	Crear proyecto	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
DragDrop.createProjectForEmptyDirectory	Create project for empty directory?	¿Crear un proyecto para el directorio vacío?	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
DragDrop.TMAGridImport	TMA grid import	Importación de cuadrícula TMA	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
DragDrop.TMAGridImportImageError	Please open an image first before importing a de-arrayed TMA grid!	¡Abra primero una imagen antes de importar una cuadrícula TMA desagrupada!	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
DragDrop.TMAGridSetHierarchy	"""Set TMA grid for existing hierarchy?"""	"""¿Establecer la cuadrícula TMA para la jerarquía existente?"""	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
DragDrop.TMAGridParseError	Could not parse TMA grid from %s	No se ha podido analizar la cuadrícula TMA de %s	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
DragDrop.specificViewer	Please drag the file on a specific viewer to open!	¡Arrastre el archivo sobre un visor concreto para abrirlo!	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
DragDrop.projectForMultipleFiles	Could not handle multiple file drop - if you want to handle multiple images, you need to create a project first	No se ha podido gestionar la caída de varios archivos: si desea trabajar con varias imágenes, primero debe crear un proyecto	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
DragDrop.couldNotHandleFiles	Sorry, I couldn't figure out what to do with these files - try opening one at a time	Lo sentimos, no se ha podido determinar qué hacer con estos archivos: pruebe a abrirlos de uno en uno	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
DragDrop.couldNotHandleFile	Sorry, I couldn't figure out what to do with %s	Lo sentimos, no se ha podido determinar qué hacer con %s	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
ExtensionLoader.extensionLoaded	Extension loaded	Extensión cargada	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
ExtensionLoader.extensionError	Extension error	Error de extensión	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
ExtensionLoader.unableToLoad	Unable to load {0}	No se ha podido cargar {0}	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
ExtensionLoader.imageServerLoaded	Image server loaded	Servidor de imagen cargado	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
UpdateManager.updateCheck	Update check	Comprobación de actualizaciones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
UpdateManager.noUpdatesFound	No updates found!	¡No se han encontrado actualizaciones!	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
UpdateManager.cannotCreateUpdateWindow	Cannot create update manager window	No se ha podido crear la ventana del gestor de actualizaciones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
UpdateManager.updatesAvailable	Updates are available!\nDouble-click an entry to open the update, if available.	¡Hay actualizaciones disponibles!\nHaga doble clic en una entrada para abrir la actualización, si está disponible.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
UpdateManager.noAvailableUrl	No available URL	No hay ninguna URL disponible	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
UpdateManager.openExtensionManager	Open extension manager	Abrir el gestor de extensiones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
UpdateManagerContainer.name	Name	Nombre	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
UpdateManagerContainer.currentVersion	Current version	Versión actual	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
UpdateManagerContainer.newVersion	New version	Versión nueva	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
UpdateManagerContainer.checkForUpdates	Check for updates on startup:	Buscar actualizaciones al iniciar:	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
UpdateManagerContainer.noUpdatesAvailable	No updates available	No hay actualizaciones disponibles	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
ShowInstalledExtensionsCommand.extensionManager	Extension manager	Gestor de extensiones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
ShowInstalledExtensionsCommand.unableToOpen	Unable to open the extension manager	No se ha podido abrir el gestor de extensiones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
GridView.title	Object grid view	Vista de cuadrícula de objetos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
GridView.TMAGridView	TMA core grid view	Vista de cuadrícula de cilindros TMA	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
GridView.AnnotationGridView	Annotation object grid view	Vista de cuadrícula de objetos de anotación	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
GridView.noObjectsAvailable	No objects available!	¡No hay objetos disponibles!	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
GridView.classification	Classification	Clasificación	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
GridView.unclassified	Unclassified	Sin clasificar	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
GridView.name	Name	Nombre	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
GridView.ascending	Ascending	Ascendente	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
GridView.descending	Descending	Descendente	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
GridView.noMeasurements	No measurements!	¡No hay mediciones!	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
GridView.showValue	Show value	Mostrar valor	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
GridView.animate	Animate	Animar	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
GridView.sortBy	Sort by	Ordenar por	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
GridView.order	Order	Orden	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
GridView.size	Size	Tamaño	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
GridView.classes	Classes	Clases	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
GridView.noClassSelected	No classes selected	No hay ninguna clase seleccionada	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
GridView.nClassSelected	%d classes selected	%d clases seleccionadas	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Measurements.Export.title	Export measurements	Exportar mediciones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Measurements.Export.button.export	Export	Exportar	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Measurements.Export.sameImageWarning	A selected image is open in the viewer!/\nData should be saved before exporting.	¡Una de las imágenes seleccionadas está abierta en el visor!/\nConviene guardar los datos antes de exportar.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Measurements.Export.chooseFile.label	Output file	Archivo de salida	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Measurements.Export.chooseFile.tooltip	Choose output file	Elegir el archivo de salida	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Measurements.Export.chooseFile.button	Choose	Elegir	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Measurements.Export.objectType.label	Object type	Tipo de objeto	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Measurements.Export.objectType.tooltip	Choose the object type to export	Elegir el tipo de objeto que se exportará	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Measurements.Export.separator.label	File type	Tipo de archivo	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Measurements.Export.separator.tooltip	Choose the export file type and column separator	Elegir el tipo de archivo de exportación y el separador de columnas	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Measurements.Export.columns.allColumns	All columns	Todas las columnas	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Measurements.Export.columns.label	Columns to include	Columnas que se incluirán	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Measurements.Export.columns.tooltip	Choose the specific column(s) to include (default: all)	Elegir las columnas concretas que se incluirán (predeterminado: todas)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Measurements.Export.columns.button.populate	Populate	Rellenar	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Measurements.Export.columns.button.reset	Reset	Restablecer	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Measurements.Export.save.title	Output file	Archivo de salida	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Measurements.Export.progress.header	Exporting measurements...	Exportando mediciones...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Measurements.Export.progress.cancel.title	Cancel export	Cancelar la exportación	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Measurements.Export.progress.cancel.header	Cancelling...	Cancelando...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Measurements.Export.progress.cancel.text	Are you sure you want to stop the export after the current image?	¿Seguro que desea detener la exportación después de la imagen actual?	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Measurements.Export.failed.title	Export failed	Error en la exportación	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Measurements.Export.interrupted.title	Export interrupted	Exportación interrumpida	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Measurements.Export.interrupted.text	Measurement export was cancelled.	Se ha cancelado la exportación de mediciones.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Measurements.Export.type.image	Image (summary)	Imagen (resumen)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Measurements.Export.projectMetadata.label	Project metadata	Metadatos del proyecto	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Measurements.Export.projectMetadata.tooltip	Include project metadata values as extra columns (where available)	Incluir los valores de los metadatos del proyecto como columnas adicionales (cuando estén disponibles)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
